Link,Month-Year,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open,2025/01,01/25/2025 22:30,Auburn,NY,USA,Circle,"Flying in sky above car, I was blinded by the lights and it disappeared quickly with two flying plane-like objects in vicinity of UFO",,Aircraft,
Open,2025/01,01/25/2025 22:20,Milnrow,England,United Kingdom,Orb,"Higher up than a plane, at least 15 times faster… 8kmph no sonic boom",,,
Open,2025/01,01/25/2025 22:20,Milnrow,England,United Kingdom,Orb,"Very high speed, intelligent slow turn, high altitude",,,
Open,2025/01,01/25/2025 22:20,Tucson,AZ,USA,Other,Loud motorized possible drone that flew over neighborhood for 20 minutes,,Drone?,
Open,2025/01,01/25/2025 22:00,Victoria,BC,Canada,Light,"I’m sitting on the bench staring at the stars, completely sober, and there’s this light zipping around in the sky and staying in place.",,,
Open,2025/01,01/25/2025 21:10,San Tan Valley,AZ,USA,Circle,Seen them flying over maybe Mesa Arizona,Y,Chinese Lanterns,
Open,2025/01,01/25/2025 20:40,Beloit,WI,USA,Circle,They were flying and and would disappear and then reappear.,,,
Open,2025/01,01/25/2025 20:04,San Diego,CA,USA,Sphere,"Sphere with green light, and very bright white light",,,
Open,2025/01,01/25/2025 20:00,Monona,WI,USA,Circle,Moved like an Ember in the wind.,,,
Open,2025/01,01/25/2025 19:20,Belleville,MI,USA,Light,Watched as multiple crafts moved across the sky at unusual speeds in unusual patterns.,,Drone?,
Open !,2025/01,01/25/2025 17:59,Mount Vernon,NY,USA,Disk,The UFO was hovering approximately 250 above my apartment building,,,
Open,2025/01,01/25/2025 17:15,Carlsbad,CA,USA,Cylinder,Very slow hovering object moving in north direction with red light visible on left side,Y,Blimp,
,2025/01,,,,,,,,,
Open,2024/12,12/31/2024 23:49,Anchorage,AK,USA,Orb,"I of 2 videos of UAP in Alaska , New Years Eve 2024",Y,Chinese Lantern,
Open,2024/12,12/31/2024 23:40,Istanbul,İstanbul,Türkiye,Teardrop,An object that appears as a completely red tear covered a large area horizontally in the sky and then disappeared,Y,,
Open,2024/12,12/31/2024 23:40,Lauwil,Basel-Landschaft,Switzerland,Light,Same light flying over my house every night,Y,,
Open,2024/12,12/31/2024 23:30,Lynn,MA,USA,Unknown,Flying object with red green white lights,,Drone?,
Open,2024/12,12/31/2024 22:40,San Antonio,TX,USA,Orb,"Silent fireball-like objects appeared and disappeared, sometimes in fleets, with no sound or apparent source.",Y,Chinese Lantern,
Open,2024/12,12/31/2024 22:10,Charlotte,NC,USA,Other,Silent drone like craft,,Drone?,
Open,2024/12,12/31/2024 21:45,Maypearl,TX,USA,Circle,Really this was the first time I’ve actually seen a ufo they were orange balls flying all across the sky,,,
Open,2024/12,12/31/2024 21:30,Richmond,VA,USA,Oval,Saw this from the highway and another car stopped to try to capture it on film too.,Y,Drone?,
Open,2024/12,12/31/2024 21:30,Big Sky,Montana,USA,Orb,6 drones and 1 orb,,Drone?,
Open,2024/12,12/31/2024 21:15,Oakfield,ME,USA,Orb,"Impossible maneuvers, white orb, unstable characteristics. Flickers at times with no pattern",,,
Open,2024/12,12/31/2024 20:41,Lawrenceville,GA,USA,Unknown,Transparent green object fell from sky at high rate of speed,,Meteor?,
Open,2024/12,12/31/2024 20:34,Choluteca,Choluteca Department,Honduras,Circle,"It was night and I was alone, I saw the sky a flat type and I got scared and called everyone but nobody believed me, I was there and it",,,
Open,2024/12,12/31/2024 20:25,Lake Park,GA,USA,Orb,"Bright white orb flying low like drone but not a drone, no noise, no smoke, very fast speed, vanished mid air, was not man made at all",,,
Open,2024/12,12/31/2024 19:40,Durham,NC,USA,Orb,Illuminated orb flying west towards Chapel Hill,,,
Open,2024/12,12/31/2024 19:30,Bullhead City,AZ,USA,Circle,"I was driving home from my brother in laws house, this is my 3rd sighting in this area",Y,,
Open,2024/12,12/31/2024 19:25,Tornagrain,Scotland,United Kingdom,Light,Walking on the farm track. I looked out West and seen a different light than normal in the sky canvas.15 mins then vanished.,Y,,
Open,2024/12,12/31/2024 18:45,Salt Lake City,UT,USA,Light,"Horizontal lights that went on then off, then solid bar. It then disappeared. No sound.",,,
Open,2024/12,12/31/2024 17:32,Elizabeth City,NC,USA,Light,Observed a bright white object traveling easterly direction across the early evening sky.,,,
Open,2024/12,12/31/2024 17:30,Maricá,Rio de Janeiro,Brazil,Cigar,"A strange object hovered in the sky near a few clouds. After a few minutes, it slowly disappeared",Y,,
Open,2024/12,12/31/2024 17:20,Colrain,MA,USA,Light,Seen while driving through colrain and part of Shelburne falls ma.,Y,,
Open,2024/12,12/31/2024 08:50,Toms River,NJ,USA,Sphere,"Big silver sphere, shiniest silver reflecting sun light.",,Balloon?,
Open,2024/12,12/31/2024 06:35,Butler,PA,USA,Cigar,Large cigar shaped object seen floating for several seconds before blinking out of view,,,
Open,2024/12,12/31/2024 05:54,New Bern,NC,USA,Circle,"Two circular orbs or discs moved across my screen very fast with erratic movements, sometimes disappearing than reappearing.",Y,,
Open,2024/12,12/31/2024 05:10,Littleton,NC,USA,Orb,"A golden glowing orb in the night sky. It moved horizontally, did a loop/circle, shot off at incredible speed with a streak of light",Y,,
Open,2024/12,12/31/2024 00:54,Westborough,MA,USA,Light,At first I thought it was a shooting star but I’ve never seen a shooting star like that after I realized it moved kinda slow,,Meteor?,
Open,2024/12,12/30/2024 23:30,Coos Bay,OR,USA,Disk,It was to big to be a drone or kite,,,
Open,2024/12,12/30/2024 22:15,Gilbert,AZ,USA,Triangle,Silent Triangle Craft With No Sound Or Lights,,,
Open,2024/12,12/30/2024 22:00,Lauwil,Basel-Landschaft,Switzerland,Light,Light flying over my House,,,
Open,2024/12,12/30/2024 21:21,Hereford,TX,USA,Orb,Sighting of 2 glowing orbs,Y,,
Open,2024/12,12/30/2024 21:15,,State of Paraná,Brazil,Orb,"We saw and captured with long exposure photo, triangle and orbs in the sky, near regional airport of Maringá!",Y,,
Open,2024/12,12/30/2024 20:45,Winter Springs,FL,USA,Flash,"Very large, extremely fast object, low in sky, low humming noise, not a plane or helicopter",,,
Open,2024/12,12/30/2024 20:45,Summerdale,AL,USA,Orb,It looked like stars moving.some were bright some dim. Two of them crossed at the little dipper. There where multiple and one flashed,,,
Open,2024/12,12/30/2024 20:30,Paris,TX,USA,Circle,"Bright, went fast and disappeared. Seconds after, 3 jets followed it.",,,
Open,2024/12,12/30/2024 20:30,Todd,NC,USA,Orb,The craft was moving up and down and side to side.,Y,,
Open,2024/12,12/30/2024 20:26,Kalamazoo,MI,USA,Changing,Orbs in night sky 1 solo craft merged to become 2 and 3 additional crafts even after that encounter 1 craft flew above me & my house,Y,,
Open,2024/12,12/30/2024 20:12,Wilsonville,AL,USA,Orb,Greenish Orb about the size of a SUV.,,,
Open,2024/12,12/30/2024 19:57,Earleville,MD,USA,Light,Have been looking out my windows for weeks and tonight I see a bright light with multiple aircraft/drones flying around it,Y,Planet/Star?,
Open,2024/12,12/30/2024 19:56,Greytown,KwaZulu-Natal,South Africa,Circle,I was recording a clip at night until I stumbled upon a moving object in the distance.,Y,,
Open,2024/12,12/30/2024 19:30,Rapid City,SD,USA,Light,Pulsating/vibrating orb,,,
Open,2024/12,12/30/2024 18:42,Covington,GA,USA,Other,3 objects in a perfect formation with planes following behind above,,Aircraft?,
Open,2024/12,12/30/2024 18:34,Lewis,NY,USA,Changing,"Lights that were on it changed, they were not red & green. All 3 were white. Moved very fast.",Y,,
Open,2024/12,12/30/2024 18:30,Cape San Blas,FL,USA,Light,"Objects appeared as lights traveling very fast at high altitude, mostly traveling East/Northeast and all not on the radar.",Y,Aircraft?,
Open,2024/12,12/30/2024 18:27,Marrero,LA,USA,Light,Balls of light and also UAP size of car,,,
Open,2024/12,12/30/2024 17:30,Raleigh,NC,USA,Changing,Witnessed orchestrated patterns,Y,Birds?,
Open !,2024/12,12/30/2024 17:28,Wortham,England,United Kingdom,Disk,Disc shape object with ring of lights in centre with multiple colours changing quickly and moving very quickly.,Y,,
Open,2024/12,12/30/2024 17:25,North Haledon,NJ,USA,Cross,Low flying craft headed towards SE.,,Drone?,
Open,2024/12,12/30/2024 10:30,Guadalupe,Nuevo León,Mexico,Cigar,"A silver, cigar-shaped UFO was observed flying slowly and silently from north to south on a clear morning between 10 a.m. and 11 a.m. T",,,
Open,2024/12,12/30/2024 06:30,Baytown,TX,USA,Orb,Object(s) were viewed in a triangle formation at a distance of 3 to 5 miles,Y,,
Open,2024/12,12/30/2024 06:12,Raunds,England,United Kingdom,Cylinder,Hovering,,,
Open,2024/12,12/30/2024 05:54,Pottstown,PA,USA,Triangle,It was a orb that moved into a triangle and blinked red and had a red hue to it.,Y,,
Open,2024/12,12/30/2024 05:00,Littleton,NC,USA,Orb,"I observed a distant golden glowing orb moving back and forth, disappearing and reappearing repeatedly over a 30 minute period.",Y,,
Open,2024/12,12/30/2024 03:50,Chiwaukum,WA,USA,Sphere,Bright green streak,,Meteor,
Open,2024/12,12/30/2024 03:30,,Maranhão,Brazil,Light,"The light resembled a kind of orange-colored star, it was very low and moved along the horizon.",,,
Open,2024/12,12/30/2024 02:04,Scriba,NY,USA,Changing,"Stationary green red looked like almost hieroglyphic symbols, stationary appear reappear",,Drone?,
Open,2024/12,12/30/2024 00:42,Turlock,CA,USA,Rectangle,"Exact shape could not be determined, but pink lights at aircraft's base (bottom side) were positioned in a rectangular fashion.",Y,,
Open,2024/12,12/29/2024 23:00,Kansas City,MO,USA,Orb,Same hovering like last report,Y,,
Open,2024/12,12/29/2024 22:20,Birch Tree,MO,USA,Changing,It appeared out of nowhere in the sky in front of me. Stayed stationary for a bit before heading west toward mountain view,,Drone?,
Open,2024/12,12/29/2024 21:57,Springfield,MO,USA,Changing,"Flew base first north, four light on each corner, red light, that had a halo of green in center, then went flat, base facing ground",,Drone?,
Open,2024/12,12/29/2024 21:18,Levittown,NY,USA,Circle,2 Very bright lights in the sky,Y,,
Open,2024/12,12/29/2024 21:17,,,United Kingdom,Light,Wasn't there then it was shot up into the sky at a very smooth fast speed came down fast stopped near the ground flew off and vanished,,,
Open,2024/12,12/29/2024 20:44,Vance,AL,USA,Star,"Appeared as a bright white circle that was moving, then slowly moved towards the place of the star Sirius.",,,
Open,2024/12,12/29/2024 20:25,Belen,NM,USA,Orb,1 with multi colors 1 yellow colored plasma 1 blue color plasma ball.,,,
Open,2024/12,12/29/2024 19:48,Los Angeles,CA,USA,Orb,I saw a stable glowing orb close to me n it disappeared in 15 min when I came back,Y,Planet/Star?,
Open,2024/12,12/29/2024 19:41,Palm Desert,CA,USA,Orb,Flashing orb,Y,,
Open,2024/12,12/29/2024 19:30,Bundaberg Central,Queensland,Australia,Circle,3 large bright green lights and a faint circular shape. Probably 40-50ft across.,,,
Open,2024/12,12/29/2024 18:57,San Jose,CA,USA,Orb,Glowing bright orb that wasn’t moving then morphed into a craft.,Y,,
Open,2024/12,12/29/2024 18:21,Hereford,AZ,USA,Orb,Moving Orbs,Y,,
Open,2024/12,12/29/2024 16:30,Colby,KS,USA,Sphere,"Round object flickering white light, very bright",Y,,
Open,2024/12,12/29/2024 15:00,Belluno,Veneto,Italy,Light,"Saw a bright light in the sunny sky like a big star hovering for a few minutes in bright daylight, then disappeared",,,
Open,2024/12,12/29/2024 00:12,Jud,TX,USA,Cube,It flew over house and very loud and shook house.,Y,Drone?,
Open,2024/12,12/28/2024 23:30,Temecula,CA,USA,Unknown,Took photo from on top of parking structure. Thought you might give me a little understanding of what I witnessed and photographed.,Y,,
Open,2024/12,12/28/2024 20:30,Tucson,AZ,USA,Rectangle,We saw five of these rectangular or oval yellowish white aircraft approximately 500 feet in the sky. We did not notice red/green lights,,,
Open,2024/12,12/28/2024 20:15,Beaver,UT,USA,Orb,There were four reddish orange orbs flying around in different directions above the mountains in Southwest Beaver. I went in my house t,,,
Open,2024/12,12/28/2024 20:00,New Mill,England,United Kingdom,Orb,white orb hovering and made a whirring sound,,,
Open,2024/12,12/28/2024 19:50,Urbana,OH,USA,Rectangle,"I witnessed at least 15 large drones with flashing lights flying in coordinated patterns at night, some appearing to spray substances.",Y,,
Open,2024/12,12/28/2024 19:23,Berwick,NS,Canada,Light,Two nights now I have seen this bright light that looks like a star that is very close. I do have videos.,Y,Planet/Star?,
Open,2024/12,12/28/2024 19:00,Great Falls,MT,USA,Orb,"Bright low altitude orb with oscillating with light, hovering in place for about 25 minutes then disappearing.",Y,,
Open,2024/12,12/28/2024 18:55,Hankamer,TX,USA,Fireball,"Visible extremely bright green “fireball” traveling very fast towards a thunderstorm cloud, seen for 5 seconds",,Meteor?,
Open,2024/12,12/28/2024 18:11,Napavine,WA,USA,Circle,Hovered for a second or two and then it did some weird zig zags stopped about 50ft up and then shot back up,,,
Open,2024/12,12/28/2024 18:05,Minneapolis,MN,USA,Disk,Bright Light Disc Shape Hovering Spinning Clockwise Colored Lights,Y,,
Open,2024/12,12/28/2024 18:00,Los Angeles,CA,USA,Cigar,Red cigar and then a ball of light,Y,Rocket,
Open,2024/12,12/28/2024 18:00,West Covina,CA,USA,Orb,Bright red orange orb sighting,Y,Rocket,
Open,2024/12,12/28/2024 17:13,Medellín,Antioquia,Colombia,Diamond,"UFO in Medellín, Colombia",Y,,
Open,2024/12,12/28/2024 15:00,Saint David,AZ,USA,Triangle,My starlink showed an obstruction in its field of view.,Y,,
Open,2024/12,12/28/2024 12:15,Farmington,NM,USA,Orb,Floating translunect tear drop lens floating in sky,,,
Open,2024/12,12/28/2024 08:01,Meadow Lakes,AK,USA,Circle,Observed flashing light (after larger plane went by at higher altitude) SE to SW; then it reversed SW to SE.,Y,Drone,
Open,2024/12,12/28/2024 06:45,Traverse City,MI,USA,Disk,Seen first with naked eye but then used binoculars. White light disk shape but had flash of blue and yellow light couple times but not.,,,
Open,2024/12,12/28/2024 03:36,Santa Fe,NM,USA,Sphere,A sphericle pulsing shaped object,Y,,
Open,2024/12,12/27/2024 22:30,Bowling Green,FL,USA,Teardrop,My sister and mom heard what sounded like a helicopter landing on our house. My sister went outside to see an orange thing in the sky,,,
Open,2024/12,12/27/2024 22:05,Borden,IN,USA,Orb,It started as an orb almost like on fire then a flash and as we got closer it turned into a drone and was low to the ground.,Y,Drone?,
Open,2024/12,12/27/2024 21:30,Coëx,Pays de la Loire,France,Orb,Strange orbs moving fast and slow going to the right then up into space,Y,Chinese Lantern,
Open,2024/12,12/27/2024 21:28,Seattle,WA,USA,Oval,Spotted as I was getting on the on ramp heading north on i5 by the northgate mall after work. Low enough to see with rain and fog.,,Drone?,
Open,2024/12,12/27/2024 21:20,,Rio Grande do Sul,Brazil,Light,"There were several sightings that night. The light moved in a straight line, upward, and sometimes diagonally.",,,
Open,2024/12,12/27/2024 20:22,Wilmington,NC,USA,Formation,Flew from ocean over land. Split into two craft,Y,Drone,
Open,2024/12,12/27/2024 20:00,Toronto,ON,Canada,Triangle,I was driving on the highway 401 going home and I seen a huge triangular object flying over me I freaked out. Couldn’t believe my eyes!,,,
Open,2024/12,12/27/2024 19:05,Keller,TX,USA,Triangle,"Several ""Drones"" in Neighborhood",Y,Drone?,
